id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2151746,Bedoukian Research Inc,954599,60892478.0,Bedoukian Research Inc,6 Commerce Drive,Danbury,CT,6810,325199,2022.0,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",1.0,2,133,264853,1,0,0,0,1,0,0,0,0,0,0,0,1,23JAN24:22:28:00,,2023,Manufacturing,6810,325199
2152292,Shin-Etsu Silicones of America,1079026,954015700.0,Shin-Etsu Silicones of America,5650 HWY 332 East,Freeport,TX,77541,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,21,35,74901,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:13:47:00,,2023,Manufacturing,77541,325199
2152298,Natrium products Inc,567086,161318035.0,Natrium Proudcts Inc.,58 Pendleton St.,Cortland,NY,13045,325180,2022.0,Sodium bicarbonate manufacturing,1.0,2,27,56160,1,0,1,0,0,1,0,1,0,0,0,0,0,24JAN24:13:48:00,,2023,Manufacturing,13045,325180
2152585,Northside Elevator Stanley,1065746,,"Northside Elevator, Inc.",7802 345th Street,Stanley,WI,54768,325314,2022.0,Mixing purchased fertilizer materials,1.0,1,9,18691,1,0,0,1,1,0,51,2,0,0,0,0,0,24JAN24:14:55:00,,2023,Manufacturing,54768,325314
2153141,"The Dow Chemical Company - Texas City, TX",687849,,The Dow Chemical Company,3301 5th Avenue South,Texas City,TX,77590,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,2,410,901332,1,0,1,0,0,9,0,1,0,0,0,0,0,24JAN24:16:11:00,,2023,Manufacturing,77590,325199
2153181,"The Dow Chemical Company - La Porte, TX",687969,,The Dow Chemical Company,550 Independence Pky,La Porte,TX,77571,325199,2022.0,Methyl chloride manufacturing,1.0,2,123,261678,1,0,0,0,1,0,0,1,0,0,0,0,0,24JAN24:16:15:00,,2023,Manufacturing,77571,325199
2153199,"The Dow Chemical Company - Bayport, TX",687991,,,13300 Bay Area Blvd,La Porte,TX,77571,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,2,101,224988,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:16:17:00,,2023,Manufacturing,77571,325199
2153238,"The Dow Chemical Company - Deer Park, TX",688029,,,1900 Tidal Rd,Deer Park,TX,77536,325199,2022.0,"Acids, organic, not specified elsewhere by process, manufacturing",1.0,3,1441,3196411,1,0,0,1,6,0,10,5,0,0,0,2,0,24JAN24:16:21:00,,2023,Manufacturing,77536,325199
2153250,Current Lighting Ivanhoe Road Plant,559949,833011687.0,"Current Lighting Holdco., Inc.",1099 Ivanhoe Road,Cleveland,OH,44110,325180,2022.0,"Rare earth compounds, not specified elsewhere by process, manufacturing",1.0,2,37,70594,1,0,0,0,1,0,0,1,0,0,0,0,0,24JAN24:16:22:00,,2023,Manufacturing,44110,325180
2153568,Garick Paygro,949628,264094112.0,Garick LLC,11000 Huntington Road,South Charleston,OH,45368,325314,2022.0,Compost manufacturing,1.0,2,26,47933,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:16:56:00,,2023,Manufacturing,45368,325314
2153734,"Equistar Chemicals, Bayport",423480,,LyondellBasell Industries,5761 Underwood,Pasadena,TX,77507,325199,2022.0,Ethylene oxide manufacturing,1.0,2,132,576774,1,0,0,0,2,0,0,2,0,0,0,0,0,24JAN24:17:16:00,,2023,Manufacturing,77507,325199
2153739,Dulany Industries - Wilbara,55406,582552457.0,Dulany Industries,4620 Highway 421 North,Wilmington,NC,28401,325180,2022.0,Sulfuric acid manufacturing,1.0,2,24,53577,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:17:16:00,,2023,Manufacturing,28401,325180
2154319,Taft Manufacturing Company,1082597,,Baker Hughes,19815 South Lake Road,Taft,CA,93268,325199,2022.0,Acrolein manufacturing,1.0,1,16,31200,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:18:12:00,,2023,Manufacturing,93268,325199
2154808,Mosaic,1010134,,Mosaic,3095 County Rd 640 West,Mulberry,FL,33860,325312,2022.0,Ammonium phosphates manufacturing,1.0,3,586,1324201,1,0,1,0,2,20,14,3,0,0,0,0,0,24JAN24:18:59:00,,2023,Manufacturing,33860,325312
2154873,Albemarle Process Development Center,450251,541692118.0,Albemarle Corporation,1201 Gulf States Rd,Baton Rouge,LA,70805,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,111,219777,1,0,0,0,1,0,0,1,0,0,0,0,0,24JAN24:19:05:00,,2023,Manufacturing,70805,325199
2155068,Arch Chemicals Inc.,1082852,,Arxada Inc.,100 McKee Rd,Rochester,NY,14611,325199,2022.0,"Peroxides, organic, manufacturing",1.0,22,100,321101,1,0,1,1,0,4,70,2,0,0,0,0,0,24JAN24:19:22:00,,2023,Manufacturing,14611,325199
2155352,Fulcrum Biofuels,996059,,Fulcrum BioEnergy Inc,3600 Peru Drive,Sparks,NV,89437,325199,2022.0,,1.0,2,58,134052,1,0,1,1,0,180,74,2,0,0,0,0,0,24JAN24:19:47:00,,2023,Manufacturing,89437,325199
2155380,Keaau,1053635,261329069.0,"Pacific Biodiesel Technologies, LLC",16-240 Mikahala Street,Keaau,HI,96749,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,43,89247,1,0,4,0,1,11,0,4,0,0,0,0,1,24JAN24:19:52:00,,2023,Manufacturing,96749,325199
2155401,Oahu,1053637,261329069.0,"Pacific Biodiesel Technologies, LLC",1003 Makepono Street,Honolulu,HI,96819,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,24,54563,1,0,0,0,1,0,0,1,0,0,0,0,0,24JAN24:19:54:00,,2023,Manufacturing,96819,325199
2155404,Maui,1053636,261329069.0,"Pacific Biodiesel Technologies, LLC","2050 Main Street, Suite 3B",Wailuku,HI,96793,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,1,16,32434,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN24:19:54:00,,2023,Manufacturing,96793,325199
2155406,"SE Tylose Louisiana, LLC",1082938,300762842.0,SE Tylose,26270 Hwy 405 - River Road South,Plaquemine,LA,70764,325199,2022.0,Ethyl cellulose (except resins) manufacturing,1.0,21,55,126626,1,0,1,0,0,4,0,1,0,0,0,0,0,24JAN24:19:55:00,,2023,Manufacturing,70764,325199
2156268,Polykon Manufacturing LLC,1083274,,"Seppic, Inc.",6201 Engineered Wood Way,Sandston,VA,23150,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,43,87169,1,0,0,0,2,0,0,2,0,0,0,0,0,24JAN24:21:21:00,,2023,Manufacturing,23150,325199
2157892,Barr-Tech LLC,436667,943480379.0,Barr-Tech LLC,PO Box 19265,Spokane,WA,99219,325314,2022.0,Compost manufacturing,1.0,2,26,15426,1,0,1,0,2,90,20,3,0,0,0,0,0,24JAN24:23:42:00,,2023,Manufacturing,99219,325314
2158318,Valtris Specialty Chemcials-- Fort Worth,433600,472334051.0,Valtris Specialty Chemcials,510 East Central Avenue,Forth Worth,TX,76164,325199,2022.0,Stearic acid esters manufacturing,1.0,2,49,108179,1,0,0,1,0,0,7,1,0,0,0,0,0,25JAN24:13:14:00,,2023,Manufacturing,76164,325199
2158419,"Donaldsonville, LA Complex",82681,640354930.0,CF Industries Nitrogen LLC,39018 Hwy 3089,Donaldsonville,LA,70346,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,3,538,1206065,1,0,0,1,0,0,75,1,0,0,0,0,0,25JAN24:13:54:00,,2023,Manufacturing,70346,325311
2158572,Albemarle,407659,541692118.0,Albemarle,13000 Bay Park Road,Pasadena,TX,77507,325180,2022.0,Sodium aluminate manufacturing,1.0,3,303,631891,1,0,0,0,1,0,0,1,0,0,0,0,0,25JAN24:14:20:00,,2023,Manufacturing,77507,325180
2158717,Arkema Inc. Houston Plant,64422,230960890.0,Arkema Inc.,2231 Haden Road,Houston,TX,77015,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,63,162575,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:14:53:00,,2023,Manufacturing,77015,325199
2158856,Elkem Silicones Advanced Specialties,920727,651296154.0,Elkem Silicones USA Corp.,1616 Timberland Ct,York,SC,29745,325199,2022.0,Silicone (except resins) manufacturing,1.0,1,11,20534,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:15:13:00,,2023,Manufacturing,29745,325199
2159148,"Liquid Minerals Group, Ltd.",591339,813739925.0,"Liquid Minerals Group, Ltd.",37 FM 2793,Huntsville,TX,77340,325180,2022.0,"Magnesium compounds, not specified elsewhere by process, manufacturing",1.0,2,20,35874,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:15:45:00,,2023,Manufacturing,77340,325180
2159496,"Bulk Chemical Services, LLC - Sandersville",1084520,202276923.0,"Bulk Chemical Services, LLC",726 Industrial Drive,Sandersville,GA,31082,325199,2022.0,"Sodium organic compounds, not specified elsewhere by process, manufacturing",1.0,21,23,46390,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:16:19:00,,2023,Manufacturing,31082,325199
2159612,"Celanese LTD, Clear Lake",1084057,752622526.0,"Celanese LTD, Clear Lake",9502 Bayport Blvd,Pasadena,TX,77507,325199,2022.0,Acetic acid manufacturing,1.0,3,418,991419,1,0,1,0,0,125,168,1,0,0,0,0,0,25JAN24:16:28:00,,2023,Manufacturing,77507,325199
2159792,John Bean Technologies Corporation - California,450072,911650317.0,John Bean Technologies Corporation,"1660 Iowa Avenue, Suite 100",RIVERSIDE,CA,92507,325199,2022.0,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing",1.0,21,98,207514,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:16:51:00,,2023,Manufacturing,92507,325199
2160022,"Cheyenne Renewable Diesel Company, LLC",1084727,,HF Sinclair,300 Morrie Avenue,Cheyenne,WY,82007,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,21,91,164518,1,0,1,0,0,2,0,1,0,0,0,0,0,25JAN24:17:12:00,,2023,Manufacturing,82007,325199
2160183,Evonik Corporation,1071144,,,131 County Road 875,Etowah,TN,37331,325180,2022.0,"Sodium silicate (i.e., water glass) manufacturing",1.0,22,135,294840,1,0,1,1,1,9,10,3,0,0,0,0,0,25JAN24:17:24:00,,2023,Manufacturing,37331,325180
2160491,"Dow, Inc. Plaquemine Operations",1084922,,The Dow Chemical Company,21255 Highway 1,Plaquemine,LA,70764,325199,2022.0,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",1.0,3,1507,3127510,1,0,2,1,1,13,126,3,0,0,0,1,0,25JAN24:17:54:00,,2023,Manufacturing,70764,325199
2161067,PROMAN USA (PAMPA),1018084,,Proman USA,8201 FM 2300,Pampa,TX,79065,325199,2022.0,"Methyl alcohol (i.e., methanol), synthetic, manufacturing",1.0,2,51,99665,2,0,0,0,0,0,0,0,0,0,0,0,0,25JAN24:18:40:00,,2023,Manufacturing,79065,325199
2161131,Houff Corporation Weyers Cave,696667,540989905.0,Houff Corporation,97 Railside Drive,Weyers Cave,VA,24486,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,21,93,208103,1,0,4,0,0,285,0,4,0,0,0,0,0,25JAN24:18:47:00,,2023,Manufacturing,24486,325311
2161237,Bioenergy Development Group,800338,,Bioenergy Development Group,2227 Deadrick Ave.,Memphis,TN,38114,325199,2022.0,"Fuel propellants, solid organic, not specified elsewhere by process, manufacturing",1.0,2,58,115185,1,0,0,0,3,0,0,3,0,0,0,0,0,25JAN24:18:54:00,,2023,Manufacturing,38114,325199
2162441,Nanophase Romeoville site,74901,363687863.0,Nanophase Technologies Corporation,1319 Marquette Drive,Romeoville,IL,60446,325180,2022.0,"Zinc compounds, not specified elsewhere by process, manufacturing",1.0,2,45,173205,1,0,1,0,0,64,0,1,0,0,0,0,0,25JAN24:20:03:00,,2023,Manufacturing,60446,325180
2163097,"Vital Earth Resources, Inc.",941352,751934439.0,"Vital Earth Resources, Inc.",706 Broadway Ave,Gladewater,TX,75647,325314,2022.0,Potting soil manufacturing,1.0,2,54,103000,1,0,0,0,1,0,0,1,0,0,0,0,0,25JAN24:21:06:00,,2023,Manufacturing,75647,325314
2164871,Cabot Corporation Tuscola,68344,42271897.0,Cabot Corporation,700 East US HWY 36,Tuscola,IL,61953,325180,2022.0,"Silica, amorphous, manufacturing",1.0,2,103,194071,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:15:16:00,,2023,Manufacturing,61953,325180
2165156,Cabot Corp,811458,,Cabot Corp,5414 US Highway 42 East,Carrollton,KY,41008,325180,2022.0,Hydrochloric acid manufacturing,1.0,2,32,67468,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:15:52:00,,2023,Manufacturing,41008,325180
2165453,Buckman's Inc.,804897,231893537.0,Buckman's Inc.,105 Airport Road,Pottstown,PA,19464,325180,2022.0,Sodium aluminate manufacturing,1.0,3,302,385837,1,0,4,0,5,100,0,9,0,0,0,0,0,26JAN24:16:09:00,,2023,Manufacturing,19464,325180
2165585,Verdesian Life Sciences,902088,521216995.0,Verdesian Life Sciences,5566 Nash Rd,Cape Girardeau,MO,63701,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,2,100,223761,1,0,0,3,0,0,81,3,0,0,0,0,0,26JAN24:16:21:00,,2023,Manufacturing,63701,325314
2165680,"J&D Fertilizer, Ltd.",802525,930863751.0,"J&D Fertilizer, Ltd.",9205 S. Kraxberger Rd. - PO Box 307,Canby,OR,97013,325311,2022.0,"Fertilizers, of animal waste origin, manufacturing",1.0,2,21,41126,1,0,1,0,0,7,0,1,0,0,0,0,0,20FEB24:16:57:00,Was not aware of employee injury prior to 1st submitted data.,2023,Manufacturing,97013,325311
2165772,Cytozyme Laboratories Inc.,1087084,,"Verdesian Life Sciences, LLC",2700 South 600 West,South Salt Lake City,UT,84115,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,21,99,158721,1,0,0,1,0,0,2,1,0,0,0,0,0,26JAN24:16:37:00,,2023,Manufacturing,84115,325314
2165887,"Verdesian Life Sciences, LLC (Pasco)",1087129,,"Verdesian Life Sciences, LLC",821 S. Chestnut Ave.,Pasco,WA,99301,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,21,26,61116,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:16:48:00,,2023,Manufacturing,99301,325314
2166032,"Verdesian Life Sciences, LLC (N Lima)",1087137,,"Verdesian Life Sciences, LLC",730 Miley Road,North Lima,OH,44452,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,1,7,21837,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:16:51:00,,2023,Manufacturing,44452,325314
2166050,"Verdesian Life Sciences, LLC (Kentland)",1087273,,"Verdesian Life Sciences, LLC",102 E. Bailie St.,Kentland,IN,47951,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,1,8,20825,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:16:53:00,,2023,Manufacturing,47951,325314
2166228,"Newlight Technologies, Inc.",798843,,"Newlight Technologies, Inc.",14382 Astronautics Ln.,Huntington Beach,CA,92647,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,174,323934,1,0,1,1,0,4,205,2,0,0,0,0,0,26JAN24:17:12:00,,2023,Manufacturing,92647,325199
2166266,ChemStation,972242,560672938.0,"Hunt and Company, INC",1121 Willowbrook Dr,Greensboro,NC,27403,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,55,110000,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:17:16:00,,2023,Manufacturing,27403,325199
2166765,AltAir Paramount LLC,43867,364759310.0,World Energy,14700 Downey Ave,Paramount,CA,90723,325199,2022.0,Transesterification of vegetable oils to produce fuels or fuel additives,1.0,2,148,368328,1,0,1,0,0,19,0,1,0,0,0,0,0,26JAN24:18:23:00,,2023,Manufacturing,90723,325199
2166770,"Custom Synthesis, LLC",303649,571047075.0,Syntha Group,1704 Denver Road,Anderson,SC,29625,325199,2022.0,"Acid esters, not specified elsewhere by process, manufacturing",1.0,21,40,88544,1,0,0,0,2,0,0,2,0,0,0,0,0,26JAN24:18:23:00,,2023,Manufacturing,29625,325199
2167419,"Bio-Gro, Inc.",273520,810442681.0,"Bio-Gro, Inc.",681 Glade Rd.,Mabton,WA,98935,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,32,56152,1,0,4,1,0,228,44,5,0,0,0,0,0,26JAN24:19:27:00,,2023,Manufacturing,98935,325311
2167969,MICHIGAN PEAT - GROWER PLANT,1016171,741071729,Michigan Peat Division of Bay Houston Towing Company,885 E. Sanilac Road,Sandusky,MI,48471,325314,2022.0,Potting soil manufacturing,1.0,2,7,15956,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:20:14:00,,2023,Manufacturing,48471,325314
2167998,MICHIGAN PEAT - RETAIL PLANT,1016176,741071729,Michigan Peat Division of Bay Houston Towing Company,875 E. Sanilac Road,Sandusky,MI,48471,325314,2022.0,Potting soil manufacturing,1.0,2,12,29883,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:20:16:00,,2023,Manufacturing,48471,325314
2168014,MICHIGAN PEAT - PLANT 102,1018522,741071729,Michigan Peat Division of Bay Houston Towing Company,7385 Polk Road,Minden City,MI,48456,325314,2022.0,Potting soil manufacturing,1.0,2,3,9930,1,0,1,0,0,7,1,1,0,0,0,0,0,26JAN24:20:18:00,,2023,Manufacturing,48456,325314
2168028,MICHIGAN PEAT - PLANT 123,1018550,741071729,Michigan Peat Division of Bay Houston Towing Company,131 Fire Tower Rd.,Hawkinsville,GA,31036,325314,2022.0,Potting soil manufacturing,1.0,2,3,8309,2,0,0,0,0,0,0,0,0,0,0,0,0,26JAN24:20:20:00,,2023,Manufacturing,31036,325314
2168270,"Axis, AL site",98279,230960890,Arkema Inc. Axis Plant,13755 Highway 43 N,Axis,AL,36505,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,112,332033,1,0,1,0,0,77,0,1,0,0,0,0,0,26JAN24:20:48:00,,2023,Manufacturing,36505,325199
2168280,Advanced Biotech,954593,223253350,Centrome Inc,10 Taft Road,Totowa,NJ,7512,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,2,147,252318,1,0,1,0,8,39,0,9,0,0,0,0,0,26JAN24:20:50:00,,2023,Manufacturing,7512,325199
2169812,BASF,655825,161090809,BASF,5738 County road 4,Bishop,TX,78343,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,2,83,171268,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN24:05:00:00,,2023,Manufacturing,78343,325199
2170002,Odyssey Manufacturing Main Terminal,286466,,Odyssey Manufacturing Company,1484 Massaro Blvd.,Tampa,FL,33619,325180,2022.0,Sodium hypochlorite manufacturing,1.0,2,76,201886,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN24:23:33:00,,2023,Manufacturing,33619,325180
2170043,ISP Freetown Fine Chemicals Inc.,476709,522069636,ISP Freetown Fine Chemicals Inc.,238 South Main Street,Assonet,MA,2702,325199,2022.0,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",1.0,2,68,132295,1,0,0,1,0,0,14,1,0,0,0,0,0,29JAN24:11:11:00,,2023,Manufacturing,2702,325199
2170162,"REG Gesimar, LLC",1088897,260440558,Chevron Renewable Fuels,36187 Hwy 30 Geismar LA 70737,Geismar,LA,70737,325199,2022.0,Transesterification of vegetable oils to produce fuels or fuel additives,1.0,22,141,323959,1,0,0,0,1,0,0,1,0,0,0,0,0,29JAN24:13:43:00,,2023,Manufacturing,70737,325199
2170554,"Taylorsville, MS",1089007,853951845,Bakelite Chemicals,13136 HWY 28 W,Taylorsville,MS,39168,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,53,91328,1,0,1,0,0,2,0,1,0,0,0,0,0,29JAN24:14:52:00,,2023,Manufacturing,39168,325199
2170851,"Dharmacon, Inc.",1089083,841299796,Revvity,2650 Crescent Drive,Lafayette,CO,80026,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,22,105,218400,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:15:27:00,,2023,Manufacturing,80026,325199
2170877,Mason Corporation,291312,350877598,Mason Corporation,1049 US-41,Schererville,IN,46375,325180,2022.0,"Tin compounds, not specified elsewhere by process, manufacturing",1.0,2,42,88964,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:15:29:00,,2023,Manufacturing,46375,325180
2171319,Great Plains Synfuels Plant,145150,450409140,Dakota Gasification Company,420 County Road 26,Beulah,ND,58523,325311,2022.0,Anhydrous ammonia manufacturing,1.0,3,495,1038304,1,0,2,0,11,214,74,13,0,0,0,0,0,29JAN24:16:17:00,,2023,Manufacturing,58523,325311
2171522,Arclin USA - Springfield,940107,900598778,"Arclin USA, LLC",475 28th Street,Springfield,OR,97477,325199,2022.0,Formaldehyde manufacturing,1.0,2,46,7773,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:16:34:00,,2023,Manufacturing,97477,325199
2172320,Ivanhoe Plant,324588,30614703,Orion Engineered Carbons,7085 LA 83 South,Franklin,LA,70538,325180,2022.0,Carbon black manufacturing,1.0,2,58,121200,1,0,1,0,0,44,0,1,0,0,0,0,0,29JAN24:17:00:00,,2023,Manufacturing,70538,325180
2172325,Nutrien,422567,133934028,Nutrien,5301 Hwy 3115,Geismar,LA,70734,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,178,379639,1,0,0,2,0,0,90,2,0,0,0,0,0,29JAN24:17:00:00,,2023,Manufacturing,70734,325311
2172424,SI Group - Newport,918472,141041790,Si Group,380 Chemwood Dr.,Newport,TN,37821,325199,2022.0,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",1.0,2,43,75239,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:17:12:00,,2023,Manufacturing,37821,325199
2172704,"Innospec Active Chemicals, High Point",42617,582028171,"Innospec, Inc.",510 West Grimes Ave.,High Point,NC,27260,325199,2022.0,"Esters, not specified elsewhere by process, manufacturing",1.0,2,80,149132,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:17:44:00,,2023,Manufacturing,27260,325199
2173020,Buckman North America,1090166,621331046,Buckman Laboratories Inc,1256 N McLean Blvd,Memphis,TN,38108,325199,2022.0,Nitrous ether manufacturing,1.0,3,372,773760,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:18:11:00,,2023,Manufacturing,38108,325199
2173035,"Methanex USA, LLC",1090203,462670977,Methanex,4171 Hwy 73,Geismar,LA,70734,325199,2022.0,Manufacture of Methanol,1.0,22,226,534001,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:18:12:00,,2023,Manufacturing,70734,325199
2173187,Aprinnova,820230,814937263,Aprinnova,2271 ANDREW JACKSON HWY NE,Leland,NC,28451,325199,2022.0,"Essential oils, synthetic, manufacturing",1.0,2,39,76213,1,0,0,0,2,0,0,0,0,0,0,0,2,29JAN24:18:25:00,,2023,Manufacturing,28451,325199
2173262,Mapleton Facility,78657,223514823,Ingredion Incorporated,8310 West U.S. Route 24,Mapleton,IL,61547,325199,2022.0,Sorbitol manufacturing,1.0,2,27,60243,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:18:32:00,,2023,Manufacturing,61547,325199
2173657,"Specialty Products US, LLC- POLYOX",930886,831195675,"Specialty Products US, LLC",Route 25,Institute,WV,25112,325199,2022.0,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",1.0,2,56,120914,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:19:08:00,,2023,Manufacturing,25112,325199
2173906,Essential Chemicals USA LLC,59368,,Solvay,1020 State Street,Chicago Heights,IL,60411,325180,2022.0,"Silica, amorphous, manufacturing",1.0,21,37,93783,1,0,0,1,0,0,3,1,0,0,0,0,0,29JAN24:19:26:00,,2023,Manufacturing,60411,325180
2174275,Frontier Specialty Chemicals Inc.,956055,854058052,Frontier Specialty Chemicals Inc.,160 South 700 west,Logan,UT,84321,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,27,41774,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN24:19:53:00,,2023,Manufacturing,84321,325199
